500
0 N 58 N 58 N 98 35 62 N 5 N N N N N 86 31 73 62 N N 52 45 52 66 N 0 N N N 54 N N 90 N N 31 N 4 80 55 20 N N 100 N N N 43 N 16 96 32 N N N 91 55 18 N 54 53 8 N N 69 N 96 21 N N N N 15 N N N 85 48 98 N N N 65 90 N N N 0 58 40 88 N 100 N 94 N 44 N 2 N N N N 45 47 N 77 25 93 1 82 N N N N 40 4 N 95 N 38 N 62 N N N N N N N N N N 15 83 42 N N N 59 52 N 37 6 57 N 49 N N N 76 N 16 N N 24 N N 60 N N 63 N 65 97 81 N N N N N N 8 N 50 N 74 5 70 95 N 45 21 52 90 80 60 N 41 8 17 N N N 39 67 N 92 40 N 60 38 N N 67 N N 76 67 N N 15 N 42 53 95 N N 59 91 N 51 N N 0 N N 72 77 54 N N N N 78 N 65 79 32 N N N N 40 N 15 36 N N 50 N N N 67 9 15 88 N N 13 2 98 66 N 23 N N 13 N N N N N 19 N N 46 24 31 65 N N 32 41 7 87 95 71 45 77 N N 2 N N N 15 17 N N N N 25 20 N N 76 76 28 N N 25 N 21 28 N 14 20 N 66 N 79 54 N 19 79 N N N N 31 95 57 78 60 65 71 26 N 54 N N 45 60 N 2 N 5 78 N 98 N N N 15 N N N N 60 N N 12 N N 90 N 71 24 N 3 91 N 84 66 82 33 86 41 N N N 40 N N N N N 4 N N 58 83 N N N 0 N N 24 N N 73 N 94 19 72 N 36 N 91 N N 73 16 100 N N 69 14 7 73 N N N N N 58 56 N 83 N 67 32 81 34 45 N N 5 50 39 28 68 N N 15 N 12 N 72 31 76 N N 42 0 N N N 11 12 77 61 N 53 81 34 N 5 1 73 N 82 35 95 53 41 N 34 64 N 84 N 30 N N 88 48 88 N 3 N N 16 N N 49 
N 10 N 100 47 69 N 25 56 14 76 N N 45 6 N N 50 37 87 1 12 N 100 91 N 16 N N N 30 N 90 50 N 41 86 5 N 85 74 45 29 86 N N 55 N 39 N 77 83 6 34 70 47 78 63 62 N 91 99 N 67 N 66 36 N N N N N N 67 37 41 56 82 N 56 57 N N 99 86 N N 15 56 N 89 N 55 71 48 N 88 29 N 82 N 100 34 N 80 N N 17 90 17 52 N N 72 11 78 N N 41 76 4 N N N 22 N 84 N 73 53 N 91 N N N N 57 N 13 95 N N N N 80 N N 63 N N 51 55 33 26 N 55 N N N 47 N N N N 44 60 N 100 N N N N 31 90 N 50 N N 48 N 60 46 N N 26 98 63 N 62 N 77 N 74 N N N 42 N 13 12 N 99 58 44 N N N 46 39 73 N 27 24 N 65 41 N 55 N 67 15 N 63 N 46 37 N N 0 49 N 57 N 22 85 N 90 17 51 88 N N 8 97 16 N 59 62 38 N 45 N 84 83 N 67 25 N N 58 N 32 92 N 46 47 N N 71 17 N 70 36 N 55 N N 68 58 N 53 66 N 54 74 89 88 N N 7 41 N 60 58 49 12 N 3 N 94 58 N 81 94 N N 27 N N N 60 N N 98 N 12 75 64 3 38 N 3 49 N 50 N N 57 N 29 15 41 N 37 6 N N 56 81 99 97 N 6 48 42 48 N 77 83 68 85 19 83 N N N 41 24 N 25 32 1 N 59 N N N 27 N N 2 66 70 25 N 17 N N N N 32 N N N 97 7 N 100 80 75 N N 72 N 86 85 6 51 N N 12 N 33 62 N N 36 N N 92 N 68 94 N N 86 0 58 66 N 58 72 N N N 32 N N N 53 77 71 N 64 N 75 N 90 90 55 80 N N 19 N N 53 86 N N 14 5 85 N 41 92 66 25 30 N 1 N N 9 38 54 N 71 47 97 5 70 N N N 38 73 67 N 68 N 55 N N N N N N 6 35 N N N N 9 N N 92 N N 
70 92 75 89 N 5 N 41 50 N N N N 91 N N N N N 74 9 N 15 94 N N N N 53 3 75 N 51 N 64 54 N 36 N N N 70 N N N 84 N 32 51 N N 11 N 52 N N 18 19 N 55 N 30 N 75 N 13 51 54 N N N N 49 N 67 9 N 45 N 6 N 63 79 N 17 58 49 59 20 63 N 72 45 55 N N 63 73 N N 6 N 51 N N N 3 45 N N 57 18 34 28 6 N N 30 N N N N N N 95 N N 82 58 36 66 N N 54 79 N N 57 N 53 N 69 N 49 N N N N 58 20 N N N 45 N N N 78 69 N N 47 N N N 43 6 N 17 N 41 81 N 100 5 N 70 49 67 52 N N N N 99 31 N 29 N N 29 36 N 2 40 N N 38 93 N N N 13 N 7 57 N N N N N N 2 92 N N 81 67 N 5 89 81 N N 83 N 64 N 50 N 24 N N 79 48 N 28 N N 8 97 27 94 71 N 38 35 56 N N N 78 N 97 N 43 77 54 N N 13 27 5 N 80 N N N 78 60 N N 62 100 N N 96 N N 37 N N N N 24 88 N 55 37 N 47 27 27 N N 70 N N N N N 63 N N 43 70 90 N 10 12 39 N N N 94 N 87 N 55 3 N N 92 N N 14 N N 21 13 N N N N N 28 82 N N N 58 N N N N N 33 36 92 55 N 50 26 N N N N 16 N 33 N 7 N 37 N 1 94 87 36 15 N 65 N N N N N 83 74 N N 45 N N N N N 13 N N N N 95 N N 53 95 45 37 N N 62 N 78 50 29 33 N 25 N 4 N N N N 71 12 0 38 N 46 24 37 N N 60 14 N 90 N 22 N 83 N N N 60 N 100 87 N N 52 53 94 45 N N N 9 N 98 N N 80 N 21 N N 64 3 N N N 67 N N 43 N 63 13 N 60 72 N N N 29 N 89 99 25 N 43 36 96 N 1 18 22 75 N N 81 29 N 68 55 N N 
N N N N 40 71 N 60 N N N N 66 31 100 N N 28 63 80 63 100 N 23 N N 42 86 54 N 37 11 N N N N 4 0 N N 18 N N N 30 92 66 N N N 84 N N N 12 N 89 N N 7 59 N N N N N N 52 17 N 17 N 28 61 N 0 N 55 N N N 18 79 60 88 48 33 N N N 12 N N 8 35 86 75 37 N 58 N N N 0 N 82 15 N N 35 57 N N N 40 N N 6 33 74 68 32 N 32 N N N N 26 N 61 78 N 6 7 N N N N 99 25 21 N N 97 N N 99 N 24 N N N 0 N 6 86 65 N 16 N N 38 78 52 N 2 76 N N 50 N 62 N 40 1 6 N 27 N 1 28 N N 14 N N 4 68 N N N 19 N 19 43 N N N N 8 75 N N N N 55 65 70 56 5 N 98 33 N 85 83 N 2 11 86 96 59 N N 19 81 14 N 39 N N N 33 56 N 83 97 N N N 87 34 N N 22 N 2 82 N 21 N 3 N N N N N 31 N N N N N N N 39 N 47 83 95 30 N N N N 20 N N N N N 9 N 0 53 48 10 N N 79 N N 20 N 70 N 53 85 N 62 84 21 N 42 N N N 20 N 44 53 N N N 46 0 62 N 99 N 40 51 25 N 76 N 79 68 N 89 9 75 95 59 N 98 76 94 69 76 32 N 30 14 5 7 N 16 39 N N N N N N 43 N N N 72 64 N 42 42 82 N N N 77 44 N N N N N 83 N N N N 95 N 42 N 88 N N N 35 N N 45 N N N N N 39 N N N 1 N 17 99 82 24 N 78 N 12 N 58 N 12 6 18 0 74 85 N 92 N N 30 43 99 N N 17 N N N 64 N N 94 94 8 2 8 50 N N 63 49 N 7 51 N 58 N 22 N 64 N 24 33 79 31 76 52 N N N N 33 N N N N 8 66 0 N N N 85 57 29 N 53 2 71 47 37 37 N 31 5 68 53 N 93 80 N N N 61 
23 N N N 90 N 26 24 51 18 7 N N N N 18 65 54 98 N N N N N 19 21 N N N 35 N 20 59 N N N 90 64 N N N 58 N 45 N N 83 46 N N N 31 N N 57 N N 46 17 9 42 10 25 10 77 N 89 N 85 N N N N 100 N 89 92 11 76 80 N 46 84 N 26 88 38 31 N 13 N N 82 N 43 N N N 75 N 10 8 N N N 3 7 N 21 64 95 22 26 N N N N N N 45 N N 52 N 28 80 24 82 74 46 N 24 N N N N N N N N N N N 38 14 29 48 N 72 21 N N N N 40 N 35 N N 57 N 29 N 25 23 2 13 N N 88 40 N N N 42 100 N N N N 29 35 80 N 37 54 N N 89 N N 43 85 N 94 79 N 75 N N 27 74 N N 0 71 N 100 58 41 63 N N 84 65 4 N N 60 63 82 66 N 96 2 N N N N 31 62 N 21 N N 43 59 23 53 N N N 22 N N N 50 N 6 N 38 93 65 N 49 27 N N 94 57 65 N N 66 72 N N 52 N 49 16 23 N 74 87 32 4 18 37 N 15 16 74 52 20 N N N 33 44 96 N N 84 N 54 9 N 24 N N N N 67 43 N N 11 N N 47 58 N 100 75 82 N N N N N 42 N 58 7 N 68 67 N 32 30 N 73 N 29 N N 34 0 97 N 52 9 N 51 30 N N N 20 7 79 58 N N N N 31 53 98 61 22 81 87 82 N 57 N N N N N N N 59 N 37 88 N 62 60 N N 25 N N N N N 21 86 N 18 N 31 19 81 59 26 N N N N 12 76 94 7 N N 45 59 N 57 N N N N N 38 0 N N N 25 74 N N 79 N N 47 82 N N 63 97 75 N 40 N N N N N 19 26 71 N N 79 69 N N N N N 45 N 4 N 80 N 93 N N N 12 37 7 N 23 55 N 78 N 46 40 13 77 91 3 N 97 N 8 N N 28 N 17 81 13 N 8 43 78 N N 62 72 
N N 27 N N N N 15 82 N N 55 63 N N 50 N N 30 81 N N N N N 84 76 N 43 62 N N 40 N 70 N 6 100 51 N N N N N N 6 60 N 11 11 N N 52 N N N 44 N N N 19 29 6 69 41 N N 71 N N N N 60 N N 78 N N 2 N N N N N 54 99 98 88 58 80 N N 69 87 58 N 15 N 17 N 2 N 95 N 93 60 N 68 N 13 N 75 37 N N 58 76 N N N 12 74 23 43 N N N N N 6 50 26 N N N N N 42 31 81 69 19 N N 96 N 76 N N N N N 36 25 N 54 N 43 28 73 31 0 N 6 79 13 38 N 24 55 N N 52 N N N 8 N N 85 45 N N N N 85 16 N N N N 10 83 N N N N N N 66 N 14 45 61 N 21 N N N 4 N 91 N N N N 37 N 92 N 40 67 54 45 9 83 58 35 75 56 75 32 N 36 N N 78 N 17 67 51 28 24 N 82 58 N 97 53 N N N N 87 N N 91 N N 81 N N N 39 81 47 N N 97 N 20 38 N 82 7 44 85 100 N 44 1 N 25 N N 41 44 38 58 N N N 63 N 23 54 55 31 N 67 96 N 8 N N N 99 57 78 N 31 N N N 8 78 5 13 N 80 54 71 N N 45 91 30 8 N 39 N 58 N N N N 81 N N 7 N N 78 56 59 4 65 81 26 79 N 3 N 12 N N N N 69 25 N 69 7 N N N 5 N N N 29 24 33 23 5 N N 10 100 N N 87 N N 12 34 92 N 44 82 N N N N 77 N N N N N N 69 N 100 86 N 99 94 73 N 83 N N N N N 61 N 100 N 0 N 13 3 2 38 N N N 22 N 22 33 60 N 25 25 N N N N 26 32 N 85 40 63 N 41 N 91 87 N N 72 N 0 72 99 56 N 89 N N N 93 16 N 57 N N N N 3 N N N N 41 N N 68 N N 31 N 50 N 8 N N 74 N 99 N 77 93 95 N N 
N N 46 N 12 42 30 94 N N N N 88 N N N N N 21 N N 9 N 100 30 33 N N N N 32 N 98 N 98 91 87 N 82 N 11 43 44 N N N 93 N N 90 66 N 63 N N 73 N N 94 7 N N N 97 40 N 80 6 7 N 14 41 N 45 N N N N N 58 84 N 69 N 91 N 72 46 73 N 56 55 85 N N 49 N N 69 N N 99 N N 18 21 N N N N N N N 61 65 77 N 91 N 69 24 N N N 38 N N 40 N 56 N 49 82 43 22 N N 30 N N 76 77 N 86 N 82 N N 52 77 84 46 50 38 N 89 N 96 N 71 45 72 32 N 38 65 N N N 86 32 N N N 20 43 23 N 92 N N 26 65 N N 63 39 N 13 2 37 61 N N N 16 52 N N N N 78 N N 81 N N N 56 N 69 58 N 76 N 15 N 31 N 52 N N N 27 N N 86 N 28 N 57 10 6 27 N 19 N N 60 N 11 N 94 N N 30 83 N 11 N N N 97 64 50 87 7 N N N N 79 56 91 70 41 70 29 N N 37 20 N N 46 5 N 16 N N N 72 37 N N 48 N 84 N N N N N N 2 N N N 16 32 N N N N N 55 88 39 97 N N 62 N 6 N 54 43 93 N N 21 61 N 60 14 44 N N 60 N 6 N N 18 N 39 N N 90 39 43 18 73 5 100 N N 19 45 14 N 96 N N 47 N N N N 50 18 35 36 N 90 19 72 13 78 40 N 49 N 96 N 73 N N N 88 62 55 24 N N 48 N 27 92 N 65 27 50 64 62 N 50 34 N N N 4 N 22 N N 0 83 60 22 N N N 77 N N N N N N 76 0 97 8 N N 59 N N 96 16 N N N 72 N N 71 N 43 N 51 N N 14 30 N N 46 N N N N 88 N 59 78 15 69 N N N N N N N N N N 46 59 90 N 60 N N 82 N N N N N 3 N 79 N N N 23 N 81 N 24 9 N 48 N 75 N N 
N N N 59 91 N 35 6 N N 26 76 N N N N N N 6 30 2 90 36 N N N 13 35 71 44 N 90 N N N 30 19 38 N N N 67 N 69 N 42 N 40 18 14 N 1 86 91 N 22 N 27 N 79 N 20 86 30 N 57 75 N N N 55 88 N 44 69 N 23 N 7 N 24 29 97 N N 16 59 N 80 69 N 75 57 85 19 83 N N 26 N N N N N N N 97 16 100 45 N N N N 81 N 3 N 52 N 4 N N 29 N 43 N 6 30 N 26 N 90 N 68 89 N 57 95 N N 10 N N N N 49 N N N 48 N N 83 96 91 N N N N N N 21 77 15 N 21 5 68 91 36 71 N 88 N N N 11 N 4 87 96 12 8 N 58 33 N 90 76 N N 10 55 N 21 69 N N 0 N 29 63 68 N N 60 N N N 34 N 18 N 40 97 36 N 55 75 76 N N 7 32 N N 55 N 87 49 N N N 22 81 57 N N 68 42 N 95 76 46 20 N 84 84 93 98 N N 79 N N 59 12 59 N 27 N 3 N 46 N 78 N 27 N N 77 N N 39 N N 83 19 N 39 N N 59 82 N N 52 N 95 N 29 N 56 N 95 N 34 N N 97 59 N 45 97 N N 89 N 82 47 N N 36 N 46 N N 8 N 27 N N 98 N N N 22 N N 46 25 59 N N N 46 95 50 95 29 N N 40 32 N 72 38 N N N 26 N N N N N N N 81 73 17 N N 86 N 85 81 81 N 44 65 N 90 N N 68 N N 38 28 92 53 30 N N 3 93 94 95 4 N N N N N 3 N 59 N 88 N 32 N N N N N 81 1 74 N 40 39 6 78 N 40 N N N 90 0 N 84 N N N N 8 61 93 97 13 5 9 N N 90 N 61 45 1 46 82 N 41 N N N 28 15 83 N 1 N 34 3 32 N N N 80 N N N 79 64 N N N 7 N N N N N N 0 51 17 N N 68 N N N N N 18 83 N 62 96 N 21 N 64 N N 
N N 8 16 N N 3 N 65 N N 24 97 80 N N 88 18 N 53 85 N N N 35 N 18 N 82 31 58 68 N N N N N 85 N 32 67 60 N N 0 N 11 N N 45 7 N N N 61 43 N 38 N 86 88 N N N N N N N 92 N 30 61 46 N 40 11 25 53 42 N 82 33 98 86 N N 87 N N 37 N N 1 89 N N 9 72 65 N N N N 91 N 76 N 13 4 46 N 7 14 44 8 75 0 97 N N 53 66 N N 10 20 68 86 N N N 12 N N 53 18 N 31 6 N N 19 59 N N 7 N N N 93 32 80 N 88 49 N N 63 48 N 37 20 18 N 87 N 60 N N N 32 7 33 N 82 N 82 5 15 N 41 23 N 76 26 N 4 N 98 27 50 N N N N N 90 N N 12 N 54 73 N 15 N N 28 N N N N 11 56 N 69 N N N N N N N 30 85 6 N N 20 79 100 99 84 44 46 N 23 N 57 N 41 N 8 74 36 2 25 N N N 0 7 N N N 54 N 58 1 N 42 N N N 71 12 99 N 45 52 3 9 50 34 N 79 N 80 N N 12 N 54 N 32 32 60 N N N 39 20 7 N N 86 72 N N 4 25 2 N 36 62 44 N 46 N 51 76 N N 89 71 12 63 16 50 97 N N N 37 15 N 61 99 N N 82 N 36 96 30 85 N 79 N N N 11 N N N 20 80 97 N 77 N 21 76 N 64 N N N N N N 2 N N 72 N 42 N N N N N N 73 N 94 40 N N 68 84 40 88 75 N N 13 N 66 N 65 75 N N N 44 94 N N 10 47 N N N N 30 N N 50 N N 20 46 14 83 88 55 N N N N 19 47 0 2 75 33 89 13 24 83 67 N N 72 N 52 N N 45 52 N 64 1 32 55 4 N N 88 N N 90 92 88 13 9 N N 94 N N 82 N N 12 66 51 43 N 27 18 N 80 65 N N N N N 26 N 83 52 69 N N N 43 55 52 N N N N 83 84 21 40 53 
15 15 N N N N N N 86 30 6 22 N 53 34 46 40 N N N 13 N N 100 20 32 N N 64 N N N 47 N N 9 N 21 57 30 N N 99 4 19 N N 96 N N 57 N 14 N N N 51 56 46 N N N 7 N 34 N N N N N 42 N N N 64 0 N 89 N 52 N N 78 40 N N 73 N N N N N N 3 86 48 N N 53 N N N 21 82 N N 59 N 17 88 19 59 N N N 67 60 N N N N N N 22 57 48 N N 90 91 85 44 80 65 74 N N 13 N 48 N 11 N 34 92 65 16 88 13 N N 89 61 N 92 N N 5 19 4 65 31 6 N 3 N N 15 N 100 N N N 50 80 14 N N N N 75 N 23 54 N 77 94 90 N N N 52 N 39 13 N N 69 N 3 39 93 N N N N N 88 83 N N 100 92 N 30 55 11 17 79 77 N 69 N 82 N 36 N 18 N 58 N N N N 80 N 28 62 N 40 5 18 68 N 35 24 N N 20 67 N N 21 95 N N N N N N 96 N 86 N N 84 N 53 76 N N 69 45 N 67 79 N N N N N N 48 N N 11 19 74 N 1 N N N 12 N 2 89 69 3 N N N 25 65 N 42 90 N N N 87 N 23 N 29 40 97 89 83 N 39 86 N 29 66 N 35 N 18 N N N N N N 68 16 34 N N 96 N 54 32 47 N 21 45 N 29 N 74 N 89 12 6 11 N 95 81 N N N N 45 N N N N 45 20 N N N 16 N N 25 N N N 50 39 45 N 26 N N N N N N 85 25 52 N N N 34 91 64 25 N N 77 28 93 80 76 39 69 N 56 22 N 21 65 N 95 87 91 N 22 N 0 74 59 19 96 83 N 19 N 56 18 18 N N N 21 50 67 N 47 28 N 47 79 87 N N 98 N 4 81 N 28 N N 88 N N N N 67 N 73 87 61 29 66 0 61 66 28 2 75 58 N 78 82 74 84 N N 49 21 N 55 85 58 90 4 N N N 81 78 64 N 
N 46 25 N N N 33 N N 78 69 11 53 N 76 59 83 46 N N 15 0 N 11 N 44 N 98 N N N 22 36 75 31 100 N 11 N 93 36 46 N N 38 N 89 N 0 N 22 62 N 39 N 38 N N N N 8 43 11 3 43 N 32 N N N N 54 94 N N N N 36 38 99 N 99 N N 27 N 71 N N 42 N 48 N N 40 N 39 0 75 N N 84 37 45 N N N 1 N 70 N 36 N 23 34 71 92 80 N N 72 24 N N N N N N 97 N N N N N 0 92 84 70 N N 2 N 41 N N N 37 3 42 28 N 60 N 28 32 95 N 30 4 N N 18 N N N N 29 34 53 21 74 N 21 49 62 1 N 5 77 38 57 N 0 83 85 64 31 5 N N 55 12 100 N 39 7 28 N N 65 52 N N N N 93 N N 69 N 62 N N N 73 N N N N N 66 37 N N N 41 N 6 N 70 N N 54 67 60 76 N 88 N 5 64 N N N N N 3 45 N 67 10 49 52 37 N N 43 N N 79 56 40 22 N N N 88 N 42 91 47 48 54 9 65 N 98 N N 60 N 88 43 N N 42 N 84 N 68 N N 76 68 18 N 75 N 76 67 72 18 9 94 70 1 70 44 52 0 N N N N N 79 35 49 N N 4 45 N N 61 31 75 37 N 57 N 94 53 77 50 72 65 0 44 N N N N N N N 10 51 N N N 92 27 N 3 51 N 15 N N 81 93 3 60 38 16 N N N N N 89 27 99 N N N N N 91 N N 19 N 90 37 N 10 N 34 49 36 96 N 94 N 9 N 39 N N N 88 N N N 47 66 N 84 N N N 87 16 70 N 43 N 99 76 7 N 95 64 0 N N 53 N 10 N 32 0 N N 91 79 N N 33 77 39 68 95 N 62 4 37 N N N N 35 N N 18 16 62 93 3 31 33 N N N 90 42 58 77 2 95 34 13 N N N N 99 N 64 11 N N 48 94 N N 60 70 46 81 N N 21 61 N 2 N 46 
N 23 37 67 N N 5 63 N N 62 28 67 57 68 N N 10 N N N 39 59 N 8 54 2 N N N N 12 26 N N 91 33 3 76 N N N N 56 N N 12 10 N 5 N 28 N 20 N 70 36 N 40 N N 54 50 23 N N N 55 1 N 36 N 82 85 51 86 23 94 N N 21 35 7 23 96 N N N 28 N 59 N N 86 N N N 53 70 N 21 N N N N 31 88 9 N 55 21 N N N N 20 N 24 N N 54 N N N 96 N 21 93 N 68 N N 60 N 25 N 34 26 N 44 N N 77 N N 89 N N 29 50 18 57 97 7 N 59 3 N 12 N 97 2 N 33 N N 20 N N 8 N N N 69 N 91 32 39 40 N 66 N 68 64 14 N 0 N 37 25 N N N 45 N 81 47 N 53 N N 84 87 N N 33 N N 3 N 65 47 N N N N N N N 74 N N 5 11 14 N 1 N N 27 N N N 85 N N 65 N 56 N 10 29 N N N 86 83 31 N 37 26 21 N N 68 N N N 93 N 86 45 75 N 43 5 N N 77 40 12 N N N 70 N 85 N N N N N 58 N N 95 76 N N N N 10 5 51 18 N N N N 4 0 N 64 N 72 N 32 N 98 N 16 44 N N N N 82 N 35 N N N 22 N 86 N N 80 56 94 N 27 0 N N N N N 82 N N 26 23 N 76 63 N 87 74 38 28 61 100 22 N N 21 45 N N 42 4 N 14 N 61 80 76 N N N 94 15 56 N 40 N N N N 22 81 61 7 N N N 50 84 N 54 95 N N N 91 50 N 1 N N 47 82 91 N 28 N N 56 45 95 17 N 1 15 8 N N 24 65 N N N 56 61 90 0 46 N 69 N N N N N N N N 33 N 75 89 52 N 97 18 N N N 55 67 N 86 6 16 43 51 44 16 45 43 N 5 91 N N 37 85 N N 21 45 59 83 87 N N 41 88 N N 35 27 N 96 N 18 N 1 N 44 N N 95 N N 66 56 52 36 
62 N N N N 84 N N 59 N N 6 29 49 72 37 N N 44 2 N N N N N N N 68 83 N N N N 42 N N N 43 95 81 38 N N 70 N 52 N 29 88 N 56 N 93 24 86 N N 74 74 63 11 N N N N N 56 95 96 N 51 N N N 7 N N 58 N 59 N 88 41 42 47 N N 36 N 31 N N N N N 14 9 N 33 N N 41 46 N N N N N 1 N 37 48 80 N 36 N N 55 7 49 95 N N 19 N 62 N 52 N N 18 92 N N 36 N 76 N 92 27 85 N 96 99 46 N 4 N 31 50 80 27 5 N N 58 N 38 N N N N 50 89 N N 3 N 69 N N 5 N N N 60 N 73 N 78 N N N N N N N N 35 N N N N 74 N 59 50 43 N N N 12 N 90 N 43 0 90 85 13 N 88 3 93 72 42 N 81 N 93 N N 12 58 N N N 13 65 93 N 64 N N 58 31 N 56 N 76 N 35 N N N 68 54 92 N N N N N 4 N N N 84 54 N N N 55 N N 25 63 63 N 72 4 49 45 83 83 28 N N N N N N 33 32 11 18 23 70 57 5 N 16 N 57 43 66 33 N 82 N 68 N N N 59 40 N 35 N 6 87 97 46 N N N N 31 23 N 8 17 N 68 16 23 N N N 82 30 39 83 N 81 18 63 N 56 N N N 25 N N N 94 21 N N N 25 72 88 22 N N N 62 N N 63 N 26 N 96 N 55 62 N N 10 N N N 22 N 91 N 35 54 N N N N N N N 71 56 52 3 N N 37 N N 37 N N N N 28 79 82 69 N N N 74 74 N N 34 N N N 17 N N N N 13 N N N N 0 54 6 N 40 61 12 N 36 7 73 56 64 N 85 N 30 N 87 N 4 41 N 81 N 59 43 69 N N 77 N N 32 58 N N N 16 54 45 N 37 N N 29 N N 76 N N N 98 N 71 N N N 68 N N 23 17 N 26 24 93 N N 58 N 79 N 
42 21 N 39 N N N N N 47 39 N 32 14 N 0 N N 12 N 92 44 N 23 77 N N N 44 68 N 15 8 N 54 56 46 41 N N N 93 N N 69 13 N 0 N 68 N N 63 N 86 N N 53 N 95 N 59 61 N N N N 22 N N 19 56 81 N N 53 76 29 85 N N N 14 N N N N N N 9 N 31 N 53 43 N N N 29 N N N 38 N N 58 N 2 N 23 N N N N 29 N N 48 4 N 80 67 N N N 82 N N N N 7 N N N N N N N 90 97 N 67 3 N 20 87 N 58 41 15 N N N 17 N 21 42 70 86 57 N N 15 N 11 N N 78 11 N N 0 N N N 85 N N N 58 46 24 12 N N N 23 N 27 89 10 70 78 26 N 97 N 56 80 97 99 N 77 N 100 N N 96 31 N N 14 3 N N N 34 N N 82 63 N N N 100 87 N 6 73 N 10 N 25 93 10 N 11 N 77 84 50 43 N N 41 N N N 49 N 26 N N N 1 31 N N 100 85 N N N 97 N 2 7 N 20 25 N N N N N N N N 68 63 N N 60 N 16 19 N N N 66 N 52 83 N N N N N N N 47 41 95 N 21 N N N 53 16 34 N 92 N N 66 N 81 38 42 52 N N N N 34 N N N 90 46 N N 66 61 22 28 N 45 N N 17 1 37 48 10 41 N N 52 N 12 36 N N 31 N N 75 N 27 66 10 33 73 42 N 49 34 N N 87 N N N N 86 N N N N N N 27 N 97 N 35 N 15 86 39 N 52 N N 12 N N N N 24 N 45 59 15 7 91 46 N 98 N N 21 90 63 62 66 52 N 17 19 N N 31 N N N 0 59 N N N 20 N N 56 78 48 72 N 46 100 N 59 55 10 58 68 19 N N N N 14 N N N 21 79 N 91 32 N N 21 N 31 74 57 83 N N 47 68 N 26 69 N 55 79 N 34 N 22 N N 53 N N 68 56 18 N N 39 79 N N N 
46 N 35 50 N N N N N 32 N N N N 64 90 43 6 87 N N 25 86 N 38 N 70 N 99 N N N N N N 39 N 73 N N 34 100 34 N 86 N N 20 94 23 31 N 21 N N 4 N N 72 21 68 98 10 N N 93 26 36 N 94 27 59 N 75 N 40 99 59 N N N 32 25 28 29 64 94 N 31 N N N N 30 54 N N 67 N 65 N 63 N N 38 N N N N 18 N N 54 N 73 0 N 36 N N 83 N 5 97 89 N N 55 N N 95 N N 93 N N N N 51 83 N N N 36 N N 47 67 10 N 87 N N N N N 60 3 32 7 N N N N 68 N 10 46 N N 44 N N N N N N N 1 N N N 25 79 17 27 8 N N 25 N 64 96 N 92 N 70 N N 40 N 11 60 92 N N 8 N 39 96 40 60 N 52 N 66 44 99 N N 95 66 14 N 65 N 36 39 N 79 N 80 49 51 N N 84 44 71 N 2 89 35 61 N N N 19 70 N 16 N N 93 N 53 20 80 68 N 90 37 N N 76 N N 70 3 48 52 N N N N 63 N N N 6 51 N N N 39 100 37 N N N N 84 N N 72 N N 38 N 53 N N 26 57 N N N 39 62 N 9 49 N 42 N N 73 N N 85 N 84 N N 21 17 N N 78 59 99 67 N 98 N N N 97 N 73 60 74 N 49 N N N N N 92 88 N N N 7 7 N 70 2 3 N N N 72 N N N N 87 N 16 56 N 49 N N 8 17 95 N N N N N 46 N N N N N N 81 N 97 73 100 58 9 N N 46 N 29 N 20 0 N N N N N 3 80 49 59 N N N N 21 N N 50 N N 32 32 N 51 0 N 23 0 N N N N 11 N 57 N 44 N 23 N 74 78 N N 83 32 24 N N N N 78 N N N 76 9 23 N N 92 87 8 N 91 5 97 N 98 N 64 33 20 42 N N N 64 N 55 87 32 69 97 N 59 55 22 N 53 N N 94 72 36 
